Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
SOUTH ATLANTIC,2019,28,1,,9,,130,,101,,,-,1,,3,,4,,,SOUTH ATLANTIC,20192828
DELAWARE,2019,28,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192829
DISTRICT OF COLUMBIA,2019,28,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192830
FLORIDA,2019,28,1,,5,,49,,29,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192831
GEORGIA,2019,28,,-,5,,28,,33,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192832
MARYLAND,2019,28,,-,3,,15,,12,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192833
NORTH CAROLINA,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192834
SOUTH CAROLINA,2019,28,,-,2,,13,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192835
VIRGINIA,2019,28,,-,2,,13,,12,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20192836
WEST VIRGINIA,2019,28,,-,2,,7,,7,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192837
EAST SOUTH CENTRAL,2019,28,,-,8,,46,,59,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192838
ALABAMA,2019,28,,-,3,,12,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192839
KENTUCKY,2019,28,,-,2,,6,,7,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192840
MISSISSIPPI,2019,28,,-,3,,13,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192841
TENNESSEE,2019,28,,-,3,,15,,27,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192842
WEST SOUTH CENTRAL,2019,28,3,,11,,79,,84,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20192843
ARKANSAS,2019,28,1,,4,,18,,6,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192844
LOUISIANA,2019,28,,-,2,,8,,18,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192845
OKLAHOMA,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192846
TEXAS,2019,28,2,,9,,53,,60,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20192847
MOUNTAIN,2019,28,2,,5,,65,,78,,,-,1,,1,,1,,,MOUNTAIN,20192848
ARIZONA,2019,28,1,,3,,26,,23,,,-,1,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20192849
COLORADO,2019,28,,-,1,,9,,15,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192850
IDAHO,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192851
MONTANA,2019,28,,-,1,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192852
NEVADA,2019,28,,-,2,,7,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192853
NEW MEXICO,2019,28,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192854
UTAH,2019,28,1,,2,,10,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192855
WYOMING,2019,28,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192856
PACIFIC,2019,28,,-,1,,5,,13,,,-,1,,1,,,-,,PACIFIC,20192857
ALASKA,2019,28,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20192858
CALIFORNIA,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20192859
HAWAII,2019,28,,-,1,,4,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192860
OREGON,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20192861
WASHINGTON,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20192862
US TERRITORIES,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192863
AMERICAN SAMOA,2019,28,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20192864
NORTHERN MARIANA ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192865
GUAM,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192866
PUERTO RICO,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192867
U.S. VIRGIN ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192868
NON-US RESIDENTS,2019,28,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192869
TOTAL,2019,28,7,,35,,542,,590,,,-,2,,15,,19,,,TOTAL,20192870
US RESIDENTS,2019,29,4,,35,,548,,601,,,-,2,,15,,20,,,US RESIDENTS,20192901
NEW ENGLAND,2019,29,,-,3,,29,,26,,,-,1,,,-,,-,,NEW ENGLAND,20192902
CONNECTICUT,2019,29,,-,2,,6,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192903
MAINE,2019,29,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192904
MASSACHUSETTS,2019,29,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192905
NEW HAMPSHIRE,2019,29,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192906
RHODE ISLAND,2019,29,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192907
VERMONT,2019,29,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192908
MIDDLE ATLANTIC,2019,29,,-,7,,55,,77,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20192909
NEW JERSEY,2019,29,,-,4,,11,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192910
NEW YORK,2019,29,,-,4,,17,,19,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20192911
NEW YORK CITY,2019,29,,-,4,,23,,24,,,-,0,,,-,,-,,NEW YORK CITY,20192912
PENNSYLVANIA,2019,29,,-,3,,4,,18,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192913
EAST NORTH CENTRAL,2019,29,1,,8,,88,,103,,,-,1,,4,,3,,,EAST NORTH CENTRAL,20192914
ILLINOIS,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192915
INDIANA,2019,29,,-,4,,21,,14,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192916
MICHIGAN,2019,29,,-,3,,26,,22,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20192917
OHIO,2019,29,,-,3,,26,,42,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20192918
WISCONSIN,2019,29,1,,4,,15,,25,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192919
WEST NORTH CENTRAL,2019,29,,-,5,,47,,53,,,-,1,,2,,6,,,WEST NORTH CENTRAL,20192920
IOWA,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192921
KANSAS,2019,29,,-,2,,11,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20192922
MINNESOTA,2019,29,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192923
MISSOURI,2019,29,,-,2,,12,,21,,,-,1,,,-,4,,"MISSOURI
(38.3675, -92.477244)",,20192924
NEBRASKA,2019,29,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20192925
NORTH DAKOTA,2019,29,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192926
SOUTH DAKOTA,2019,29,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192927
SOUTH ATLANTIC,2019,29,1,,9,,130,,104,,,-,1,,3,,4,,,SOUTH ATLANTIC,20192928
DELAWARE,2019,29,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192929
DISTRICT OF COLUMBIA,2019,29,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192930
FLORIDA,2019,29,1,,5,,49,,31,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192931
GEORGIA,2019,29,,-,5,,28,,33,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192932
MARYLAND,2019,29,,-,3,,15,,12,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20192933
NORTH CAROLINA,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192934
SOUTH CAROLINA,2019,29,,-,2,,13,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192935
VIRGINIA,2019,29,,-,2,,13,,13,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20192936
WEST VIRGINIA,2019,29,,-,2,,7,,7,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192937
EAST SOUTH CENTRAL,2019,29,,-,8,,47,,59,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20192938
ALABAMA,2019,29,,-,3,,12,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192939
KENTUCKY,2019,29,,-,2,,7,,7,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20192940
MISSISSIPPI,2019,29,,-,3,,13,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192941
TENNESSEE,2019,29,,-,3,,15,,27,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192942
WEST SOUTH CENTRAL,2019,29,1,,11,,80,,87,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20192943
ARKANSAS,2019,29,,-,4,,18,,6,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192944
LOUISIANA,2019,29,,-,2,,8,,18,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192945
OKLAHOMA,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192946
TEXAS,2019,29,1,,9,,54,,63,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20192947
MOUNTAIN,2019,29,1,,5,,66,,79,,,-,1,,1,,1,,,MOUNTAIN,20192948
ARIZONA,2019,29,1,,3,,27,,23,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20192949
COLORADO,2019,29,,-,1,,9,,16,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192950
IDAHO,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192951
MONTANA,2019,29,,-,1,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192952
NEVADA,2019,29,,-,2,,7,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192953
NEW MEXICO,2019,29,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192954
UTAH,2019,29,,-,2,,10,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20192955
WYOMING,2019,29,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192956
PACIFIC,2019,29,,-,1,,6,,13,,,-,1,,1,,,-,,PACIFIC,20192957
ALASKA,2019,29,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20192958
CALIFORNIA,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20192959
HAWAII,2019,29,,-,1,,5,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192960
OREGON,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20192961
WASHINGTON,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20192962
US TERRITORIES,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192963
AMERICAN SAMOA,2019,29,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20192964
NORTHERN MARIANA ISLANDS,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192965
GUAM,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192966
PUERTO RICO,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192967
U.S. VIRGIN ISLANDS,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192968
NON-US RESIDENTS,2019,29,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192969
TOTAL,2019,29,4,,35,,548,,601,,,-,2,,15,,20,,,TOTAL,20192970
US RESIDENTS,2019,30,5,,35,,560,,610,,,-,2,,15,,20,,,US RESIDENTS,20193001
NEW ENGLAND,2019,30,,-,3,,30,,26,,,-,1,,,-,,-,,NEW ENGLAND,20193002
CONNECTICUT,2019,30,,-,2,,7,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20193003
MAINE,2019,30,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193004
MASSACHUSETTS,2019,30,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20193005
NEW HAMPSHIRE,2019,30,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193006
RHODE ISLAND,2019,30,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20193007
VERMONT,2019,30,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20193008
MIDDLE ATLANTIC,2019,30,1,,7,,57,,79,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20193009
NEW JERSEY,2019,30,,-,4,,11,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20193010
NEW YORK,2019,30,1,,4,,18,,21,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20193011
NEW YORK CITY,2019,30,,-,4,,24,,24,,,-,0,,,-,,-,,NEW YORK CITY,20193012
PENNSYLVANIA,2019,30,,-,3,,4,,18,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20193013
EAST NORTH CENTRAL,2019,30,1,,8,,90,,103,,,-,1,,4,,3,,,EAST NORTH CENTRAL,20193014
ILLINOIS,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20193015
INDIANA,2019,30,,-,4,,22,,14,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20193016
MICHIGAN,2019,30,,-,3,,26,,22,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20193017
OHIO,2019,30,1,,3,,27,,42,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20193018
WISCONSIN,2019,30,,-,4,,15,,25,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20193019
WEST NORTH CENTRAL,2019,30,,-,5,,47,,53,,,-,1,,2,,6,,,WEST NORTH CENTRAL,20193020
IOWA,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20193021
KANSAS,2019,30,,-,2,,11,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20193022
MINNESOTA,2019,30,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20193023
MISSOURI,2019,30,,-,2,,12,,21,,,-,1,,,-,4,,"MISSOURI
(38.3675, -92.477244)",,20193024
NEBRASKA,2019,30,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20193025
NORTH DAKOTA,2019,30,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20193026
SOUTH DAKOTA,2019,30,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193027
SOUTH ATLANTIC,2019,30,3,,9,,134,,107,,,-,1,,3,,4,,,SOUTH ATLANTIC,20193028
DELAWARE,2019,30,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20193029
DISTRICT OF COLUMBIA,2019,30,,-,1,,1,,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193030
FLORIDA,2019,30,2,,5,,51,,32,,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20193031
GEORGIA,2019,30,,-,5,,29,,35,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20193032
MARYLAND,2019,30,1,,3,,16,,12,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20193033
NORTH CAROLINA,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20193034
SOUTH CAROLINA,2019,30,,-,2,,13,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193035
VIRGINIA,2019,30,,-,2,,13,,13,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20193036
WEST VIRGINIA,2019,30,,-,2,,7,,7,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20193037
EAST SOUTH CENTRAL,2019,30,,-,8,,48,,60,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20193038
ALABAMA,2019,30,,-,3,,13,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20193039
KENTUCKY,2019,30,,-,2,,7,,8,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20193040
MISSISSIPPI,2019,30,,-,3,,13,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20193041
TENNESSEE,2019,30,,-,3,,15,,27,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20193042
WEST SOUTH CENTRAL,2019,30,,-,11,,81,,90,,,-,1,,2,,5,,,WEST SOUTH CENTRAL,20193043
ARKANSAS,2019,30,,-,4,,18,,7,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20193044
LOUISIANA,2019,30,,-,2,,8,,19,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20193045
OKLAHOMA,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20193046
TEXAS,2019,30,,-,9,,55,,64,,,-,1,,2,,3,,"TEXAS
(31.447238, -99.317341)",,20193047
MOUNTAIN,2019,30,,-,5,,67,,79,,,-,1,,1,,1,,,MOUNTAIN,20193048
ARIZONA,2019,30,,-,3,,27,,23,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20193049
COLORADO,2019,30,,-,1,,9,,16,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20193050
IDAHO,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20193051
MONTANA,2019,30,,-,1,,2,,6,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20193052
NEVADA,2019,30,,-,2,,8,,9,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20193053
NEW MEXICO,2019,30,,-,2,,11,,7,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20193054
UTAH,2019,30,,-,2,,10,,13,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20193055
WYOMING,2019,30,,-,1,,,-,5,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20193056
PACIFIC,2019,30,,-,1,,6,,13,,,-,1,,1,,,-,,PACIFIC,20193057
ALASKA,2019,30,,-,1,,1,,11,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20193058
CALIFORNIA,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20193059
HAWAII,2019,30,,-,1,,5,,2,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20193060
OREGON,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20193061
WASHINGTON,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20193062
US TERRITORIES,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193063
AMERICAN SAMOA,2019,30,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20193064
NORTHERN MARIANA ISLANDS,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193065
GUAM,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193066
PUERTO RICO,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193067
U.S. VIRGIN ISLANDS,2019,30,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193068
NON-US RESIDENTS,2019,30,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193069
TOTAL,2019,30,5,,35,,560,,610,,,-,2,,15,,20,,,TOTAL,20193070
US RESIDENTS,2019,31,2,,35,,563,,617,,1,,2,,16,,21,,,US RESIDENTS,20193101
NEW ENGLAND,2019,31,,-,3,,30,,26,,,-,1,,,-,,-,,NEW ENGLAND,20193102
CONNECTICUT,2019,31,,-,2,,7,,6,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20193103
MAINE,2019,31,,-,2,,3,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193104
MASSACHUSETTS,2019,31,,-,3,,11,,13,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20193105
NEW HAMPSHIRE,2019,31,,-,1,,2,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193106
RHODE ISLAND,2019,31,,-,2,,6,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20193107
VERMONT,2019,31,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20193108
MIDDLE ATLANTIC,2019,31,1,,7,,58,,80,,,-,1,,2,,,-,MIDDLE ATLANTIC,,20193109
NEW JERSEY,2019,31,1,,4,,12,,16,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20193110
NEW YORK,2019,31,,-,4,,18,,21,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20193111
NEW YORK CITY,2019,31,,-,4,,24,,24,,,-,0,,,-,,-,,NEW YORK CITY,20193112
PENNSYLVANIA,2019,31,,-,3,,4,,19,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20193113
EAST NORTH CENTRAL,2019,31,,-,8,,90,,103,,,-,1,,4,,4,,,EAST NORTH CENTRAL,20193114
ILLINOIS,2019,31,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20193115
INDIANA,2019,31,,-,4,,22,,14,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20193116
MICHIGAN,2019,31,,-,3,,26,,22,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20193117
OHIO,2019,31,,-,3,,27,,42,,,-,1,,3,,4,,"OHIO
(40.415534, -82.70936)",,20193118
WISCONSIN,2019,31,,-,4,,15,,25,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20193119
WEST NORTH CENTRAL,2019,31,,-,5,,47,,53,,,-,1,,2,,6,,,WEST NORTH CENTRAL,20193120
IOWA,2019,31,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20193121
KANSAS,2019,31,,-,2,,11,,7,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20193122
MINNESOTA,2019,31,,-,3,,7,,13,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20193123
MISSOURI,2019,31,,-,2,,12,,21,,,-,1,,,-,4,,"MISSOURI
(38.3675, -92.477244)",,20193124
NEBRASKA,2019,31,,-,2,,6,,7,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20193125
NORTH DAKOTA,2019,31,,-,1,,6,,2,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20193126
SOUTH DAKOTA,2019,31,,-,1,,5,,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193127
SOUTH ATLANTIC,2019,31,,-,9,,134,,109,,,-,1,,3,,4,,,SOUTH ATLANTIC,20193128
DELAWARE,2019,31,,-,3,,4,,2,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20193129
